file	parsed
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	" (Emphasis added.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	) The Government filed a timely appeal from the evidentiary ruling, relying upon 18 U.S.C.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	not made after the defendant has been put in jeopardy and before the verdict or finding on an indictment or information, if the United States attorney certifies to the district court that the appeal is not taken for purpose of delay and that the evidence is a substantial proof of a fact material in the proceeding.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	"The appeal in all such cases shall be taken within thirty days after the decision, judgment or order has been rendered and shall be diligently prosecuted.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	"The provisions of this section shall be liberally construed to effectuate its purposes.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	" The Court of Appeals affirmed the District Court's evidentiary ruling.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	576 F.2d 511 (CA3 1978).
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	"Turning to the merits of the Government's appeal, the Court of Appeals rejected both of the Government's arguments: (a) that legislative acts could be introduced to show motive; and (b) that legislative acts could be introduced because Helstoski had waived his privilege by testifying before the grand juries.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	The court relied upon language in United States v. Brewster , 408 U.S. 501 , 527 (1972), prohibiting the introduction of evidence as to how a Congressman acted on, voted on, or resolved Page 486 a legislative issue.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	The court reasoned that to permit evidence of such acts under the guise of showing motive would negate the protection afforded by the Speech or Debate Clause.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	In holding Helstoski had not waived the protection of the Speech or Debate Clause, the Court of Appeals did not decide whether the protection could be waived.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	Rather, it assumed that a Member of Congress could waive the privilege, but held that any waiver must be "express and for the specific purpose for which the evidence of legislative acts is sought to be used against the member.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	" 576 F.2d, at 523-524 .
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	Any lesser standard, the court reasoned, would frustrate the purpose of the Clause.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	Having found on the record before it that no waiver was shown, it affirmed the District Court order under which the Government is precluded from introducing evidence of past legislative acts in any form.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	In seeking review of the judgment of the Court of Appeals, the Government contends that the Speech or Debate Clause does not bar the introduction of all evidence referring to legislative acts.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	It concedes that, absent a waiver, it may not introduce the bills themselves.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	But the Government argues that the Clause does not prohibit it from introducing evidence of discussions and correspondence which describe and refer to legislative acts if the discussions and correspondence did not occur during the legislative process.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	The Government contends that it seeks to introduce such evidence to show Helstoski's motive for taking money, not to show his motive for introducing the bills.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	Alternatively, the Government contends that Helstoski waived his protection under the Speech or Debate Clause when he voluntarily presented evidence to the grand juries.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	Volunteered evidence, the Government argues, is admissible at trial regardless of its content.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	Finally, the Government argues, by enacting 18 U.S.C.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	[fn6] In Johnson there had been extensive questioning of both Johnson, a former Congressman, and others about a speech which Johnson had delivered in the House of Representatives and the motive for the speech.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	The Court's conclusion was unequivocal: "We see no escape from the conclusion that such an intensive judicial inquiry, made in the course of a prosecution by the Executive Branch under a general conspiracy statute, violates the express language of the Constitution and the policies which underlie it.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	" 383 U.S., at 177 .
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	In Brewster , we explained the holding of Johnson in this way: " Johnson thus stands as a unanimous holding that a Member of Congress may be prosecuted under a criminal statute provided that the Government's case does not rely Page 488 on legislative acts or the motivation for legislative acts.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	A legislative act has consistently been defined as an act generally done in Congress in relation to the business before it.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	In sum, the Speech or Debate Clause prohibits inquiry only into those things generally said or done in the House or the Senate in the performance of official duties and into the motivation for those acts.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	" 408 U.S., at 512 .
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	The Government, however, argues that exclusion of references to past legislative acts will make prosecutions more difficult because such references are essential to show the motive for taking money.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	In addition, the Government argues that the exclusion of references to past acts is not logically consistent.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	In its view, if jurors are told of promises to perform legislative acts they will infer that the acts were performed, thereby calling the acts themselves into question.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	We do not accept the Government's arguments; without doubt the exclusion of such evidence will make prosecutions more difficult.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	Indeed, the Speech or Debate Clause was designed to preclude prosecution of Members for legislative acts.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	[fn7] Page 489 The Clause protects "against inquiry into acts that occur in the regular course of the legislative process and into the motivation for those acts.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	" Id. , at 525.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	It "precludes any showing of how [a legislator] acted, voted, or decided.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	" Id. , at 527.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	Promises by a Member to perform an act in the future are not legislative acts.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	Brewster makes clear that the "compact" may be shown without impinging on the legislative function.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	Id. , at 526.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	We therefore agree with the Court of Appeals that references to past legislative acts of a Member cannot be admitted without undermining the values protected by the Clause.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	We implied as much in Brewster when we explained: "To make a prima facie case under [the] indictment, the Government need not show any act of [Brewster] subsequent to the corrupt promise for payment, for it is taking the bribe, not performance of the illicit compact, that is a criminal act.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	" Ibid .
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	(Emphasis altered.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	) A similar inference is appropriate from Johnson where we held that the Clause was violated by questions about motive addressed to others than Johnson himself.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	That holding would have been unnecessary if the Clause did not afford protection beyond legislative acts themselves.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	MR. JUSTICE STEVENS misconstrues our holdings on the Speech or Debate Clause in urging: "The admissibility line should be based on the purpose of the offer rather than the specificity of the reference.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	" Post , at 496.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	The Speech or Debate Clause does not refer to the prosecutor's purpose in offering evidence.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	The Clause does not simply state, "No proof of a legislative act shall be offered"; the prohibition of the Clause is far broader.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	It provides that Members "shall not be questioned in any other Place.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	" Indeed, as MR. JUSTICE STEVENS recognizes, the admission of evidence of legislative acts "may reveal [to the jury] some information about the performance of legislative acts and the legislator's motivation Page 490 in conducting official duties.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	" Post , at 496.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	As to what restrictions the Clause places on the admission of evidence, our concern is not with the "specificity" of the reference.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	Instead, our concern is whether there is mention of a legislative act.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	To effectuate the intent of the Clause, the Court has construed it to protect other "legislative acts" such as utterances in committee hearings and reports.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	E. g., Doe v. McMillan , 412 U.S. 306 (1973).
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	But it is clear from the language of the Clause that protection extends only to an act that has already been performed.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	A promise to deliver a speech, to vote, or to solicit other votes at some future date is not "speech or debate.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	" Likewise, a promise to introduce a bill is not a legislative act.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	Thus, in light of the strictures of Johnson and Brewster , the District Court order prohibiting the introduction of evidence "of the performance of a past legislative act" was redundant.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	The Government argues that the prohibition of the introduction of evidence should not apply in this case because the protections of the Clause have been waived.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	The Government suggests two sources of waiver: (a) Helstoski's conduct and utterances, and (b) the enactment of 18 U.S.C.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	The Government argues that Helstoski waived the protection of the Clause by testifying before the grand juries and voluntarily producing documentary evidence of legislative acts.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	The Government contends that Helstoski's conduct is sufficient to meet whatever standard is required for a waiver of that protection.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	We cannot agree.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	Like the District Court and the Court of Appeals, we perceive no reason to decide whether an individual Member may waive the Speech or Debate Clause's protection against being prosecuted for a legislative act.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	Assuming that is possible.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	Page 491 we hold that waiver can be found only after explicit and unequivocal renunciation of the protection.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	The ordinary rules for determining the appropriate standard of waiver do not apply in this setting.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	See generally Johnson v. Zerbst , 304 U.S. 458 , 464 (1938) ("intentional relinquishment or abandonment of a known right or privilege"); Garner v. United States , 424 U.S. 648 , 654 n. 9, 657 (1976).
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	The Speech or Debate Clause was designed neither to assure fair trials nor to avoid coercion.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	Rather, its purpose was to preserve the constitutional structure of separate, coequal, and independent branches of government.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	The English and American history of the privilege suggests that any lesser standard would risk intrusion by the Executive and the Judiciary into the sphere of protected legislative activities.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	The importance of the principle was recognized as early as 1808 in Coffin v. Coffin , 4 Mass.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	1 , 27 , where the court said that the purpose of the principle was to secure to every member " exemption from prosecution, for every thing said or done by him, as a representative, in the exercise of the functions of that office.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	" (Emphasis added.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	)This Court has reiterated the central importance of the Clause for preventing intrusion by Executive and Judiciary into the legislative sphere.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	"[I]t is apparent from the history of the clause that the privilege was not born primarily of a desire to avoid private suits .
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	but rather to prevent intimidation by the executive and accountability before a possibly hostile judiciary.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	"There is little doubt that the instigation of criminal charges against critical or disfavored legislators by the executive in a judicial forum was the chief fear prompting the long struggle for parliamentary privilege in England and, in the context of the American system of separation of powers, is the predominate thrust of the Speech Page 492 or Debate Clause.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	" United States v. Johnson , 383 U.S., at 180-181 , 182 .
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	We reaffirmed that principle in Gravel v. United States , 408 U.S. 606 , 618 (1972), when we noted that the "fundamental purpose" of the Clause was to free "the legislator from executive and judicial oversight that realistically threatens to control his conduct as a legislator.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	The exchanges between Helstoski and the various United States Attorneys indeed indicate a willingness to waive the protection of the Fifth Amendment; but the Speech or Debate Clause provides a separate, and distinct, protection which calls for at least as clear and unambiguous an expression of waiver.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	No such showing appears on this record.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	This Court has twice declined to decide whether a Congressman could, consistent with the Clause, be prosecuted for a legislative act as such, provided the prosecution were "founded upon a narrowly drawn statute passed by Congress in the exercise of its legislative power to regulate the conduct of its members.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	" Johnson, supra , at 185.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	United States v. Brewster , 408 U.S., at 529 n. 18.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	We see no occasion to resolve that important question.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	We recognize that an argument can be made from precedent and history that Congress, as a body, should not be free to strip individual Members of the protection guaranteed by the Page 493 Clause from being "questioned" by the Executive in the courts.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	The controversy over the Alien and Sedition Acts reminds us how one political party in control of both the Legislative and the Executive Branches sought to use the courts to destroy political opponents.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	The Supreme Judicial Court of Massachusetts noted in Coffin that "the privilege secured .
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	is not so much the privilege of the house as an organized body, as of each individual member composing it, who is entitled to this privilege, even against the declared will of the house .
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	" 4 Mass., at 27 (emphasis added).
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	In a similar vein in Brewster we stated: "The immunities of the Speech or Debate Clause were not written into the Constitution simply for the personal or private benefit of Members of Congress, but to protect the integrity of the legislative process by insuring the independence of individual legislators .
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	" 408 U.S., at 507 (emphasis added).
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	See also id. , at 524.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	We perceive no reason to undertake, in this case, consideration of the Clause in terms of separating the Members' rights from the rights of the body.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	Assuming, arguendo , that the Congress could constitutionally waive the protection of the Clause for individual Members, such waiver could be shown only by an explicit and unequivocal expression.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	[fn8] Page 494 We conclude that there was neither individual nor institutional waiver and that the evidentiary barriers erected by the Speech or Debate Clause must stand.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	Accordingly, the judgment of the Court of Appeals is Affirmed .
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	MR. JUSTICE POWELL took no part in the consideration or decision of this case.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	[fn1] Page 479 The Speech or Debate Clause provides that "for any Speech or Debate in either House, they [the Senators and Representatives] shall not be questioned in any other Place.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	" Art.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	[fn2] Page 479 This case was argued together with No. 78-546, Helstoski v. Meanor, post , p. 500, which involves the question of whether mandamus is an appropriate means of challenging the validity of an indictment on the ground that it violates the Speech or Debate Clause.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	[fn3] Page 483 That Helstoski may not have had the extent of his privilege clearly in mind is indicated by the following exchange between him and an Assistant United States Attorney during Helstoski's ninth appearance before a grand jury:"A. [Helstoski] I stand on my Constitutional privilege regarding the Fifth Amendment.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	"Q. And that privilege is against self incrimination?
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	"A. Whatever the Fifth Amendment is.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	" [fn4] Page 483 The District Court found that "Helstoski was aware of the Speech or Debate Clause at the time he made his first grand jury appearance.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	He had recently concluded litigation involving his franking privilege in which he had relied upon the Speech or Debate Clause.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	Schiaffo v. Helstoski , 350 F. Supp.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	1076 (D. N.J.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	1972), rev'd in part, aff'd in part and remanded, 492 F.2d 413 (3d Cir. 1974).
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	In that litigation, Helstoski was represented by the same attorney who represented him throughout his grand jury appearances.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	" [fn5] Page 483 He offered this explanation to an Assistant United States Attorney:"A. [Helstoski] Do you want to get into the Constitutional question of whether or not you could serve a member of Congress while Congress is in session?
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	"You know very well that can't be done .
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	Page 484 "Q. Congressman, you've used the term `illegal subpoena.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	' Who told you it was illegal?
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	"A. That's my own judgment based on the Constitution and the Rules of Procedure of the House of Representatives.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	" [fn6] Page 487 We agree with the Court of Appeals that 18 U.S.C.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	There was an order of a District Court excluding evidence; a United States Attorney filed the proper certification; and the appeal was taken within 30 days.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	In United States v. Wilson , 420 U.S. 332 , 337 (1975), we concluded that the purpose of the section was "to remove all statutory barriers to Government appeals and to allow appeals whenever the Constitution would permit.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	" See also United States v. Scott , 437 U.S. 82 , 84-85 (1978); H.R.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	Conf.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	Rep.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	No. 91-1768, p. 21 (1970); S. Rep.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	No. 91-1296, pp. 2-3 (1970); 116 Cong.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	Rec.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	35659 (1970) (remarks of Sen.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	Hruska).
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	[fn7] Page 488 MR. JUSTICE STEVENS suggests that our holding is broader than the Speech or Debate Clause requires.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	In his view, "it is illogical to adopt rules of evidence that will allow a Member of Congress effectively to immunize himself from conviction [for bribery] simply by inserting references to past legislative acts in all communications, thus rendering all such evidence inadmissible.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	" Post , at 498.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	Nothing in our opinion, by any conceivable reading, prohibits excising references to legislative acts, so that the remainder of the evidence would be admissible.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	This is a familiar process in the admission of documentary evidence.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	Of course, a Member can use the Speech or Debate Clause as a shield against prosecution by the Executive Branch, but only for utterances within the scope of legislative acts as defined in our holdings.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	That is the clear purpose of the Clause.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	The Clause is also a shield for libel, and beyond doubt it "has enabled reckless men to slander and even destroy other with impunity, but that was the conscious choice of the Framers.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	" United States v. Brewster , 408 U.S. 501 , 516 (1972).
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	Nothing in our holding today, however, immunizes Page 489 a Member from punishment by the House or the Senate by disciplinary action including expulsion from the Member's seat.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	[fn8] Page 493 Section 201 was enacted in 1962.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	Pub.L.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	87-849 , 76 Stat. 1119 .
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	It replaced a section that had remained unchanged since its original enactment in 1862.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	Ch. 180, 12 Stat. 577 .
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	The debates on the 1862 Act reveal no discussion of the speech or debate privilege.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	See, e. g. , Cong.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	Globe, 37th Cong., 2d Sess., 3260 (1862).
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	As explained in the House Report accompanying the 1962 Act, the purpose of the Act was "to render uniform the law describing a bribe and prescribing the intent or purpose which makes its transfer unlawful.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	" H.R.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	Rep.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	No. 748, 87th Cong., 1st Sess., 15 (1961).
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	The Page 494 Senate Report expanded the explanation and said that a purpose of the Act was the "substitution of a single comprehensive section of the Criminal Code for a number of existing statutes concerned with bribery.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	This consolidation would make no significant changes of substance and, more particularly, would not restrict the broad scope of the present bribery statutes as construed by the courts.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	" S. Rep.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	No. 2213, 87th Cong., 2d Sess., 4 (1962).
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	MR. JUSTICE STEVENS, with whom MR. JUSTICE STEWART joins, concurring in part and dissenting in part.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	The Court holds that United States v. Brewster , 408 U.S. 501 , and United States v. Johnson , 383 U.S. 169 , preclude the Government from introducing evidence of a legislative act by a Member of Congress.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	I agree that those cases do prevent the prosecution from attempting to prove that a legislative act was performed.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	I do not believe, however, that they require rejection of evidence that merely refers to legislative acts when that evidence is not offered for the purpose of proving the legislative act itself.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	In Johnson , the Court held that a Member of Congress could not be prosecuted for conspiracy against the United States based on his preparation and delivery of an improperly motivated speech in the House of Representatives.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	After noting that the attention given to the speech was not merely "an incidental part of the Government's case," but rather was "an intensive judicial inquiry" into the speech's substance and motivation, id. , at 176-177, the Court held that the prosecution Page 495 violated the express language of the Speech or Debate Clause and the policies that underlie it.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	The Court carefully emphasized, however, that its decision was limited to a case of that character and "does not touch a prosecution which .
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	does not draw in question the legislative acts of the defendant member of Congress or his motives for performing them.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	" Id. , at 185.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	In Brewster , the Court held that the Speech or Debate Clause did not bar prosecution of a former Senator for receiving money in return for being influenced in the performance of a legislative act.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	The Court read Johnson as allowing a prosecution of a Member of Congress so long as the Government's case does not rely on legislative acts or the motivation for such acts.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	It reasoned that Brewster was not being prosecuted for the performance of a legislative act, but rather for soliciting or agreeing to take money with knowledge that the donor intended to compensate him for an official act.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	Whether the Senator ever performed the official act was irrelevant.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	As a practical matter, of course, it is clear that evidence relating to a legislator's motivation for accepting a bribe will also be probative of his intent in committing the official act for which the bribe was solicited or paid.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	Nonetheless, the Court made clear in Brewster that inquiries into the legislator's motivation in accepting payment are not barred by Johnson' s proscription against inquiry into legislative motivation.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	"[A]n inquiry into the purpose of a bribe," the Brewster Court held, "`does not draw in question the legislative acts of the defendant member of Congress or his motives for performing them.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	'" 408 U.S., at 526 , quoting Johnson, supra , at 185.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	Brewster's recognition of this distinction, in my judgment, provides strong support for the Government's argument in this case.
supreme_court_of_the_united_states/documents/91a5457a6f592931.xml	Here, the Government is seeking to introduce written and testimonial evidence as to Helstoski's motivation in soliciting and accepting bribes.
