,sentence_id,case_caption,case_date,phrase_id,phrase_stem,sentence,is_ws,is_first_ws
64487,cd1c6f2d-76b5-458b-bd97-9c1a1adecae6,"U.S. v. RODRIGUEZ, 360 F.3d 949 (9th Cir. 2004)",2004-02-23,4834,govern need show de minimi effect interst commerc fulfil jurisdict element hobb act,"It is well-established that the government need only show a de minimis effect on interstate commerce to fulfill the jurisdictional element of the Hobbs Act. United States v. Panaro,241 F.3d 1104 (9th Cir. 2001);United States v. Atcheson,94 F.3d 1237, 1242 (9th Cir. 1996) (concluding that United States v. Lopez,514 U.S. 549, 115 S.Ct. 1624, 131 L.Ed.2d 626(1995), did not require proof of a """"substantial effect"""" on interstate commerce in Hobbs Act prosecution, but that the continued use of """"de minimis"""" standard was proper); cf.",True,True
66923,fee7ace6-a5a0-4477-96c4-5c029c2ae9a3,"UNITED STATES v. ARROYO-ANGULO, 580 F.2d 1137 (2nd Cir. 1978)",1978-06-30,4835,evid crime relev admiss defend except offer sole prove crimin charact disposit,"It is well established that evidence of other crimes, if relevant, is admissible against a defendant except when offered solely to prove criminal character or disposition.",True,True
66560,b4e9bca2-2852-4e00-9733-2428aebd98d3,"JOHN B. CRUZ CONST. CO., INC. v. LOCAL 33, 907 F.2d 1228 (1st Cir. 1990)",1990-06-29,4837,§ 8 b 4 b prohibit so-cal secondari activ primari activ,"It is well settled that § 8(b)(4)(B) only prohibits this so-called """"secondary"""" activity, not primary activity. NLRB v. Denver Building ConstructionTrades Counsel,341 U.S. 675, 686-687, 71 S.Ct. 943, 950-51,95 L.Ed. 1284 (1951); Abreen Corp. v. Laborers InternationalUnion,709 F.2d 748, 754 (1st Cir. 1983).",True,True
69534,1b179dfa-770e-4b2d-9d7d-f25c40fb2571,"MONFILS v. TAYLOR, 165 F.3d 511 (7th Cir. 1998)",1998-12-23,4838,municip liabl sec 1983 unless loss caus municip custom polici,It is well-established that a municipality is not liable under sec. 1983 unless a loss is caused by a municipal custom or policy.,True,True
64047,f950c85e-a289-43f3-94d4-eae5adfa2baf,"U.S. v. OWENS, 167 F.3d 739 (1st Cir. 1999)",1999-03-02,4839,court requir defin concept reason doubt,It is well established that courts are not required to define the concept of reasonable doubt.,True,True
60688,276f5617-aecc-4e88-a61d-35d487c18d91,"U.S. FIDELITY AND GUAR. v. BRASPETRO OIL SERV., 369 F.3d 34 (2nd Cir. 2004)",2004-05-20,4840,law favor indiffer unse sureti fail help,"It is well settled that """"[t]he law does not favor the indifferent, unseeing surety who fails to help himself."""" St.Paul Fire Marine Ins.",True,True
62084,49dfa36f-2d5f-4b70-bfd7-33dc3e594c5d,"ALLIED HOTELS CO. v. H.  J. CONSTR. CO., 376 F.2d 1 (10th Cir. 1967)",1967-04-11,4841,court may read indemn contract actual appear warrant reason interpret thereof,"It is well established that courts may not read into an indemnity contract that which does not actually appear in it or which is not warranted by a reasonable interpretation thereof. """"The language employed must clearly and definitely show an intention to indemnify against the loss or liability involved."""" Fidelity",True,True
66098,94d489c2-c96f-493e-a32a-4197a6ba65e7,"CRAFT v. AUTO., PETRO.  A.I.E.U. LOCAL 618, 754 F.2d 800 (8th Cir. 1985)",1985-02-15,4842,hybrid section 301/fair represent claim accru date employe grievanc final reject contractu remedi exhaust,"It is well-settled that hybrid section 301/fair representation claims accrue on the date the employee''s grievance is finally rejected and his contractual remedies are exhausted. Butler v. Local Union 823, InternationalBrotherhood of Teamsters,514 F.2d 442, 449-50 n. 11 (8th Cir.), cert. denied,423 U.S. 924, 96 S.Ct. 265, 46 L.Ed.2d 249(1975).",True,True
32766,118f8298-cd6f-4b9a-a16b-d02198d9bb66,"ARGUELLES-OLIVARES v. MUKASEY, 526 F.3d 171 (5th Cir. 2008)",2008-04-22,4843,bound follow dicta prior case point issu fulli debat,"It is well-established that """"we are not bound to follow our dicta in a prior case in which the point now at issue was not fully debated."""" Cent.Va.",True,True
68979,a9da4f3d-8627-4fd8-84a0-45b47d0b35bf,"IN RE BIRMINGHAM REVERSE DISCRIMINATION EMP., 20 F.3d 1525 (11th Cir. 1994)",1994-05-04,4844,employ may develop affirm action plan design titl vii purpos elimin effect discrimin workplac,"It is now well established that employers may develop affirmative action plans designed to """"further Title VII''s purpose of eliminating the effects of discrimination in the workplace."""" Johnson,480 U.S. at 630, 107 S.Ct. at 1451.[fn17]",True,True
68192,e172a8a0-baaa-403c-afe2-b364b890b5ae,"MILLER v. NICHOLS, 586 F.3d 53 (1st Cir. 2009)",2009-11-04,4845,state court decis preclus effect feder court would state judgment issu,It is well settled that state court decisions have the same preclusive effect in federal courts that they would have in the state where the judgment was issued. See Matsushita Elec.,True,True
59641,0a5c2943-9f8d-47ae-905a-568ad4d070f0,"ARMENDARIZ v. PENMAN, 75 F.3d 1311 (9th Cir. 1996)",1994-08-01,4846,citi may enforc zone land use regul arbitrarili,"It is well established that a city may not enforce its zoning and land use regulations arbitrarily. See, e.g.,Cleburne,473 U.S. at 447; Lockary,917 F.2d at 1155.",True,True
66409,cb437810-f476-4a25-bc41-c177559e9512,"FLORES-GARZA v. I.N.S., 328 F.3d 797 (5th Cir. 2003)",2003-05-02,4847,court ordinarili consid issu rais appel first time appeal,"It is the well established that this court ordinarily does not consider issues raised by the appellant for the first time on appeal. See Johnson v. Puckett,176 F.3d 809, 814 (5th Cir. 1999); United States v. Smith,915 F.2d 959, 964 (5th Cir. 1990).",True,True
60707,4d346ec5-df23-4965-a218-c97f0258c872,"UNITED STATES v. VAMOS, 797 F.2d 1146 (2nd Cir. 1986)",1986-07-31,4849,degre mental ill cannot equat incompet stand trial,It is well-established that some degree of mental illness cannot be equated with incompetence to stand trial. Hallv.,True,True
53644,508aa31e-93cb-4655-97b4-9e6f1a46d61a,"U.S. v. WILLIAMS, 429 F.3d 767 (8th Cir. 2005)",2005-11-17,4850,even minor traffic violat provid probabl caus traffic stop,"It is well established that even a minor traffic violation provides probable cause for a traffic stop. United States v. Barragan,379 F.3d 524,528 (8th Cir. 2004).",True,True
59025,ccff45be-b5b1-49d0-9930-34eb2a66a109,"U.S. v. HOBBS, 136 F.3d 384 (4th Cir. 1998)",1998-02-18,4851,weigh suffici evid support crimin convict must view evid reason infer drawn light favor govern,"It is well settled that in weighing the sufficiency of the evidence to support a criminal conviction, we must view the evidence and all reasonable inferences to be drawn from it in the light most favorable to the government.",True,True
64714,8d60bd01-6a6b-4f3a-90b4-670bf7780b38,"PATTERSON v. NEWSPAPER  MAIL DEL. U. OF N.Y., 514 F.2d 767 (2nd Cir. 1975)",1975-03-20,4852,section preclud use racial hire quota remedi effect past discrimin,It is well settled in this Circuit that this section does not preclude the use of racial hiring quotas to remedy the effects of past discrimination.,True,True
64148,e2b12af8-8c7b-46f7-83dd-9f490cd91998,"SANTIAGO HODGE v. PARKE DAVIS  CO., 909 F.2d 628 (1st Cir. 1990)",1990-07-26,4853,upon consider motion direct verdict evid must view light favor non-mov give benefit everi favor infer may fairli drawn therefrom,"It is well settled that upon the consideration of a motion for directed verdict, the evidence must be viewed in the light most favorable to the non-movant, giving him the benefit of every favorable inference that may be fairly drawn therefrom. Borras v. Sea LandService,586 F.2d 881, 885 (1st Cir. 1978), quoted in ValedonMartinez v. Hospital Presbiteriano,806 F.2d 1128, 1134 (1986).",True,True
61967,feac7e05-2574-43b3-be8d-b85960b2aa5a,"HODGSON v. ROBERT HALL CLOTHES, INC., 473 F.2d 589 (3rd Cir. 1973)",1973-02-05,4854,employ burden proof issu,"It is well-settled that the employer has the burden of proof on this issue. E.g, Shultz v. Wheaton Glass Company, supra at 266.",True,True
67624,c48565c8-400b-4979-a646-76bead61fa81,"ALLEGHENY INTERN. v. ALLEGHENY LUDLUM STEEL, 920 F.2d 1127 (3rd Cir. 1990)",1990-11-29,4855,order grant deni motion withdraw refer final,"It is well-settled that orders granting or denying motions for withdrawal of reference are not final. See e.g., id.; In rePowelson,878 F.2d 976, 979 (7th Cir. 1989); In re Kemble,776 F.2d 802, 806 (9th Cir. 1985).",True,True
62072,dbe52619-b10e-4680-9d37-474c9e6978e6,"GOTTLIEB v. WILES, 11 F.3d 1004 (10th Cir. 1993)",1993-12-16,4856,court independ duti inquir jurisdict disput even neither parti contest,"It is well-settled that this court has an independent duty to inquire into its jurisdiction over the dispute, even where neither party contests it. See Bender v. Williamsport Area School Dist.,475 U.S. 534, 541, 106 S.Ct. 1326, 1331, 89 L.Ed.2d 501 (1986).",True,True
59337,067328b9-ac18-4da4-bba0-a905deef6e84,"WALLACE v. CURRIN, 95 F.2d 856 (4th Cir. 1938)",1938-04-05,4858,power congress regul matter affect interst commerc deni control may involv also regul commerc intrast,It is well settled that the power of Congress to regulate a matter affecting interstate commerce is not to be denied because such control may involve also a regulation of some commerce which is intrastate.,True,True
62873,9f357ebe-c5e5-4f33-aac0-9724c2a36901,"U.S. v. YUNIS, 859 F.2d 953 (D.C. Cir. 1988)",1988-10-14,4860,court adjud constitut issu unless essenti resolv case,"It is well established that a court should not adjudicate constitutional issues unless they are essential to resolving the case. See, e.g., Harmon v. Brucker,355 U.S. 579,581, 78 S.Ct. 433, 434, 2 L.Ed.2d 503 (1958) (per curiam).",True,True
68056,84137eec-f61c-4415-87de-fbb9ab871bca,"WINGATE TRUCKING CO., INC. v. I. C. C., 535 F.2d 909 (5th Cir. 1976)",1976-07-23,4861,court may set asid order fact-find administr bodi act within field design power unless order illeg caprici unsupport evid,"It is well settled that """"a court may not set aside the order of a fact-finding administrative body, acting within the field of its designated powers, unless such order is illegal, capricious or unsupported by the evidence."""" Cooper Transfer Co. v. UnitedStates,281 F. Supp. 917, 918 (S.D.Ala. 1968).",True,True
59258,1f580fd8-a77a-4ba3-abda-dd621f42ede9,"CONDON v. RENO, 155 F.3d 453 (4th Cir. 1998)",1998-09-03,4862,statut must bear least relationship purpos feder spend,It is well established that the statute must bear at least some relationship to the purpose of the federal spending.,True,True
27539,9e0e6e6d-44fb-42dc-a813-f1b4aaf86d8a,"SORRELLS v. UNITED STATES, 287 U.S. 435 (1932)",1932-12-19,4863,fact offic employe govern mere afford opportun facil commiss offens defeat prosecut,It is well settled that the fact that officers or employees of the Government merely afford opportunities or facilities for the commission of the offense does not defeat the prosecution.,True,True
68322,38193c48-f761-4bfe-a7e8-e95e96dfe35a,"U.S. v. CRAWFORD, 372 F.3d 1048 (9th Cir. 2004)",2004-06-21,4864,fourth amend exclusionari rule appli statement evid obtain product illeg search seizur,"It is well established that the Fourth Amendment''s exclusionary rule applies to statements and evidence obtained as a product of illegal searches and seizures. Wong Sun v. United States,371 U.S. 471, 484-88, 83 S.Ct. 407, 9 L.Ed.2d 441 (1963).",True,True
59671,672e1460-8ccf-4c20-9b3b-2d946aff8241,"U.S. v. QUINTERO-BARRAZA, 78 F.3d 1344 (9th Cir. 1995)",1995-06-15,4865,pretextu stop occur polic use legal justif make stop order search person place,"It is well settled that """"[a] pretextual stop occurs when the police use a legal justification to make the stop in order to search a person or place . . . for an unrelated serious crime for which they do not have the reasonable suspicion necessary to support a stop.""""United States v. Cannon,29 F.3d 472, 474 (9th Cir. 1994) (citations omitted).",True,True
55723,dc68ad7a-f1b6-4e90-b802-e111783603c6,"DAKANE v. U.S. ATTY. GEN., 399 F.3d 1269 (11th Cir. 2005)",2004-05-25,4867,alien civil deport proceed entitl sixth amend right counsel constitut right fifth amend due process claus right fundament fair hear effect assist counsel counsel obtain,"It is well established in this Circuit that an alien in civil deportation proceedings, while not entitled to a Sixth Amendment right to counsel, has the constitutional right under the Fifth Amendment Due Process Clause right to a fundamentally fair hearing to effective assistance of counsel where counsel has been obtained. Gbaya,342 F.3d at 1221.[fn6] In order """"to establish the ineffective assistance of counsel in the context of a deportation hearing, an alien must establish that his or her counsel''s performance was deficient to the point that it impinged upon the fundamental fairness of the hearing such that the alien was unable to reasonably present his or her case.""""Id. (quoting Mejia Rodriguez v. Reno,178 F.3d 1139, 1146(11th Cir. 1999) (internal quotes omitted)). See alsoRojas-Garcia v. Ashcroft,339 F.3d 814, 824 (9th Cir. 2003).",True,True
65086,1564a3e7-7660-4eb4-9805-164eb318ddbd,"UNITED STATES v. WOLFF, 409 F.2d 413 (7th Cir. 1969)",1969-04-08,4868,defend refer use claim erron admit line evid waiv error,It is well settled that the defendant''s reference to or use of a claimed erroneously admitted line of evidence waives the error.,True,True
64328,7060cbcc-b0af-4aab-bc0c-7d588df59251,"DANIELS v. ALLEN, 192 F.2d 763 (4th Cir. 1951)",1951-11-05,4869,writ habea corpu may use lieu appeal review action trial court respect question rais pass upon,It is well settled that the writ of habeas corpus may not be used in lieu of an appeal to review the action of a trial court with respect to questions there raised and passed upon.,True,True
65911,5ce41c5c-9db9-42ff-87b7-e1ed9f962ce7,"UNITED STATES v. WASHINGTON, 705 F.2d 489 (D.C. Cir. 1983)",1983-04-15,4871,pre-indict public inadequ ground upon base dismiss otherwis properli return indict,"It is well-settled law """"that pre-indictment publicity is an inadequate grounds upon which to base the dismissal of an otherwise properly returned indictment."""" In re Grand Jury of the Southern Districtof Alabama,508 F.Supp. 1210, 1213 (S.D. Ala. 1980); see UnitedStates v. Tallant,407 F.Supp. 878, 889 (N.D.Ga. 1975); UnitedStates v. Mitchell,372 F.Supp. 1239, 1248 (S.D.N.Y.), appealdismissed sub nom.",True,True
63101,45d067cf-f5ef-471c-b4d1-ba19c5c4f9af,"WHITE v. GERARDOT, 509 F.3d 829 (7th Cir. 2007)",2007-12-05,4873,denial qualifi immun appeal extent turn issu law,"It is well established, of course, that a denial of qualified immunity is only appealable """"to the extent that it turns on an issue of law."""" Mitchell, 472 U.S. at 530,105 S.Ct. 2806.",True,True
61629,610145fb-15b1-4b5c-8924-4707c631f920,"U.S. v. EASEMENT AND RIGHT OF WAY, LOGAN, KY., 375 F.2d 120 (6th Cir. 1967)",1967-03-28,4874,tva author condemn right way transmiss electr point outsid tennesse valley area empow distribut sell electr,It is well settled that the TVA has the authority to condemn rights of way for the transmission of electricity from a point outside the Tennessee Valley into an area where it is empowered to distribute and sell electricity.,True,True
66611,dde8f42a-b610-4b1b-9808-af5a8f3c8cb9,"MASHPEE TRIBE v. SECRETARY OF INTERIOR, 820 F.2d 480 (1st Cir. 1987)",1987-06-01,4875,import statut appel invok — indian nonintercours act 25 u.s.c § 177 — allow recoveri plaintiff show properli repres entiti 1 tribe time land alien 2 remain tribe time suit,"It is well established that the most important statute the appellants invoke — the Indian Nonintercourse Act, 25 U.S.C. § 177 — allows recovery only if plaintiffs show they are or properly represent entities that 1) were tribes at the time the land was alienated and 2) remain tribes at the time of suit. See James v. Watt,716 F.2d 71, 72(1st Cir. 1983); Epps v. Andrus,611 F.2d 915 (1st Cir. 1979);Mashpee Tribe v. New Seabury Corp.,592 F.2d 575, 581 (1st Cir. 1979), cert. denied,444 U.S. 866, 100 S.Ct. 138, 62 L.Ed.2d 90(1979); Joint Tribal Council of the Passamaquoddy Tribe v.Morton,528 F.2d 370, 378 (1st Cir. 1975).",True,True
68574,9bc1c857-7845-4b17-8c79-9ea0a60979c1,"HAMMER v. INTERNATIONAL UNION, 178 F.3d 856 (7th Cir. 1999)",1999-05-10,4876,plaintiff must show union hostil pervas infect everi step intern appeal process,"It is well-settled, though, that a plaintiff must show that union hostility is so pervasive that it infects every step of the internal appeals process.",True,True
68677,ad84b0fa-b458-481b-898d-7e41dda9fed7,"HUNTINGTON SECURITIES CORPORATION v. BUSEY, 112 F.2d 368 (6th Cir. 1940)",1940-06-06,4877,taxpay may make return upon either cash accrual basi accord method account regularli employ keep book method clearli reflect incom morris-poston coal co v commission 6 cir 42 f.2d 620 equal well-settl taxpay method account clearli reflect incom commission vest wide discret follow method opinion clearli reflect incom,"It is well-settled and conceded that a taxpayer may make his return upon either a cash or accrual basis in accordance with the method of accounting regularly employed in keeping his books, if his method clearly reflects income [Morris-Poston Coal Co. v. Commissioner, 6 Cir., 42 F.2d 620] and it is equally well-settled that if the taxpayer''s method of accounting does not clearly reflect income, the Commissioner is vested with a wide discretion in following a method which, in his opinion, clearly does reflect income.",True,True
63551,ed6d3e7f-cf51-4be5-8854-dd332b8a0067,"CECIL v. DEPARTMENT OF TRANSP., FAA, 767 F.2d 892 (Fed. Cir. 1985)",1985-07-12,4878,petition preclud rais issu court could rais,It has been well established that petitioner is precluded from raising an issue in this court which could have been raised below but was not. Synanv.,True,True
58345,f9570ac5-6ed9-48cb-b837-54c376a59d8c,"MOORE v. ASHLAND CHEMICAL INC., 151 F.3d 269 (5th Cir. 1998)",1998-08-14,4880,defend take plaintiff find,It is well settled in Texas and elsewhere that a defendant takes the plaintiff as he finds him.,True,True
37903,c20576ae-0d4e-4f61-ade9-192bcd04690c,"STUKENBORG v. TELEDYNE, INC., 441 F.2d 1069 (9th Cir. 1971)",1971-04-12,4881,direct infring patent contributori infring,"It is well settled that """"if there is no direct infringement of a patent there can be no contributory infringement."""" Aro Mfg.",True,True
64142,e6d4d736-921f-451c-985a-7a63627835c1,"GEBREMICHAEL v. I.N.S., 10 F.3d 28 (1st Cir. 1993)",1993-11-23,4882,alien deport proceed entitl procedur due process,It is well settled that an alien in a deportation proceeding is entitled to procedural due process. Id. at 595-60 (collecting cases).,True,True
60408,94a17eab-01cf-41f1-be84-df34d241783e,"GAGLIARDO v. UNITED STATES, 366 F.2d 720 (9th Cir. 1966)",1966-08-31,4883,congress power commerc claus articl i § 8 cl,"It is well established that Congress has the power under the Commerce Clause, Article I, § 8, cl. 3 of the Constitution, to impose penal sanctions on what it considers to be morally objectionable conduct so long as """"the activity sought to be regulated is `commerce which concerns more States than one'' and has a real and substantial relation to the national interest."""" Heart of Atlanta Motel v. United States,379 U.S. 241, 255, 85 S.Ct. 348, 356, 13 L.Ed.2d 258 (1964).",True,True
63374,ec6e34ca-14e6-4165-90a5-7d173d7aa557,"U.S. v. MIERES-BORGES, 919 F.2d 652 (11th Cir. 1990)",1990-12-18,4886,infer conduct alleg particip circumstanti evid scheme may provid basi establish conspiratori agreement exist,"It is well established that """"[i]nferences from the conduct of the alleged participants or from other circumstantial evidence of a scheme may provide the basis for establishing that a conspiratorial agreement existed."""" UnitedStates v. Pantoja-Soto,739 F.2d at 1525 (citations omitted).",True,True
65680,b7151eb8-99a0-4d1a-8287-0a70b3358931,"LAWLOR v. NATIONAL SCREEN SERVICE CORPORATION, 238 F.2d 59 (3rd Cir. 1956)",1956-10-24,4887,summari judgment may grant plead deposit admiss affidavit show genuin issu materi fact move parti entitl judgment matter law,"It is well-settled that summary judgment may be granted only if the pleadings, depositions, admissions and affidavits """"* * * show that there is no genuine issue as to any material fact and that the moving party is entitled to a judgment as a matter of law."""" Fed.R.Civ.P. 56(c), 28 U.S.C.; see F.A.R. Liquidating Corp. v. Brownell, 3 Cir., 1954, 209 F.2d 375.",True,True
64350,9336e453-075b-4585-b883-7b555055993c,"NEW YORK LIFE INS. CO. v. GAY, 36 F.2d 634 (6th Cir. 1929)",1929-12-13,4888,suppress materi fact parti bound good faith disclos equival fals represent,It is well settled that the suppression of a material fact which a party is bound in good faith to disclose is equivalent to a false representation.,True,True
63013,b55a7943-db99-40a2-b084-6a243f63c0d7,"JCA PARTNERSHIP v. WENZEL PLUMBING  HEATING, 978 F.2d 1056 (8th Cir. 1992)",1992-11-03,4889,represent expect futur act suffici basi support action fraud mere repres action event take place, It is a well-settled rule that a representation or expectation as to future acts is not a sufficient basis to support an action for fraud merely because the represented action or event did not take place.,True,True
64078,2aef45a8-9989-4213-b18c-45b6f3fb5998,"U.S. v. MANJARREZ, 306 F.3d 1175 (1st Cir. 2002)",2002-10-11,4890,crimin defend sixth amend right reject appoint counsel conduct defens provid make choic knowingli intellig,"It is well settled that a criminal defendant has a Sixth Amendment right to reject appointment of counsel and to conduct his own defense, provided that he makes his choice """"knowingly and intelligently."""" Faretta v. California,422 U.S. 806, 835,95 S.Ct. 2525, 45 L.Ed.2d 562 (1975) (quoting Johnson v. Zerbst,304 U.S. 458, 464-65, 58 S.Ct. 1019, 82 L.Ed. 1461 (1938)); seealso Proctor,166 F.3d at 401.",True,True
55867,4a9d9cce-79d8-4eaa-93bc-b609cf224550,"MYCOGEN PLANT SCIENCE v. MONSANTO CO., 243 F.3d 1316 (Fed. Cir. 2001)",2001-03-12,4891,court duti attempt resolv potenti inconsist verdict,It is well settled that the courts have a duty to attempt to resolve potentially inconsistent verdicts.,True,True
63563,1cf79d5b-4391-4334-99f3-e5045a83157a,"THE DOW CHEMICAL COMPANY v. EXXON CORP., 139 F.3d 1470 (Fed. Cir. 1998)",1998-03-24,4892,patent owner entitl assert patent believ infring,It is well-established that a patent owner is entitled to assert its patent against those it believes are infringers.,True,True
53071,0835c968-63c0-49ac-b542-4bcd6d4ab75f,"BROWN v. McDONNELL DOUGLAS CORPORATION, 113 F.3d 139 (8th Cir. 1997)",1997-05-09,4896,employ decis motiv characterist age salari pension benefit even characterist correl age constitut age discrimin,"It is well settled that """"[e]mployment decisions motivated by characteristics other than age (such as salary and pension benefits), even when such characteristics correlate with age, do not constitute age discrimination."""" Hanebrink v. Brown Shoe Co., 1997 WL 174838, at *2 (8th Cir. Apr. 14, 1997).",True,True
69704,70ed209a-97ab-482c-9956-6f07083d885a,"U.S. v. MACKINS, 218 F.3d 263 (3rd Cir. 2000)",2000-07-12,4897,limit except prior convict cannot collater attack district court time sentenc new convict,"It is a well-settled principle that, with very limited exceptions, a prior conviction cannot be collaterally attacked in the District Court at the time of sentencing on a new conviction.",True,True
37385,41794f3d-8f9d-4889-b5a1-a2d8a992533c,"HARRISON v. CHAMBERLIN, 271 U.S. 191 (1926)",1926-05-03,4899,court bankruptci without jurisdict adjud summari proceed controversi refer properti held advers bankrupt estat without consent advers claimant resort must truste plenari suit,"It is well settled that a court of bankruptcy is without jurisdiction to adjudicate in a summary proceeding a controversy in reference to property held adversely to the bankrupt estate, without the consent of the adverse claimant; but resort must be had by the trustee to a plenary suit. Mueller v. Nugent,184 U.S. 1, 15; Louisville Trust Co. v. Comingor, 184 U.S. 18,24; Jaquith v. Rowley, 188 U.S. 620, 623; Schweer v.Brown, 195 U.S. 171, 172; Galbraith v. Vallely, 256 U.S. 46,48; Taubel Co. v. Fox, 264 U.S. 426, 433; May v.Henderson, 268 U.S. 111, 115; Board of Education v. Leary",True,True
67111,a8f96400-9723-467a-9bfc-8840fdc01a2b,"VANCE v. PETERS, 97 F.3d 987 (7th Cir. 1996)",1996-10-11,4900,claim damag 42 u.s.c § 1983 state offici offici capac must dismiss bar eleventh amend,"It is well established, of course, that any claim for damages under 42 U.S.C. § 1983 against state officials in their official capacities must be dismissed as barred by the Eleventh Amendment.",True,True
59439,24b2fbb3-b8fb-4fcf-9290-90ec1e1b4032,"THORNTON v. CESSNA AIRCRAFT CO., 886 F.2d 85 (4th Cir. 1989)",1989-09-22,4901,feder court sit divers appli conflict law provis forum state south carolina klaxon co v stentor elec,"It is well settled that a federal court sitting in diversity applies the conflict of laws provisions of the forum state, here South Carolina, Klaxon Co. v. Stentor Elec.",True,True
66847,75f00e1b-45e1-43e4-881a-faca1c77ef2f,"KUNIMORI OHARA v. BERKSHIRE, 76 F.2d 204 (9th Cir. 1935)",1935-03-11,4903,administr tribun requir observ strict rule evid enforc court admiss reject evid ground revers unless denial justic,"It is well settled that an administrative tribunal is not required to observe the strict rules of evidence enforced in courts, and that the admission or rejection in evidence is not ground for reversal unless there has been a denial of justice.",True,True
64264,9bc95184-43f3-4b2e-84f2-5882f07b7a2b,"GILL v. COLTON, 12 F.2d 531 (4th Cir. 1926)",1926-04-14,4904,possess surfac sever miner possess miner give surfac owner titl thereto,"It is well settled that possession of the surface after there has been a severance of the minerals is not possession of the minerals, and can give the surface owner no title thereto.",True,True
68495,67266181-ccf8-4060-9ab7-9f5d7e765b99,"SWANSON v. CITIBANK, 614 F.3d 400 (7th Cir. 2010)",2010-07-30,4905,plaintiff must better put word paper hand imagin reader might suggest someth happen might redress law,"It is by now well established that a plaintiff must do better than putting a few words on paper that, in the hands of an imaginative reader, might suggest that something has happened to her that might be redressed by the law. Cf.",True,True
41142,bfad2b36-ea67-44f7-b752-c3355836a801,"FELDMAN v. PERRILL, 902 F.2d 1445 (9th Cir. 1990)",1990-05-11,4906,writ habea corpu act upon prison seek relief upon person hold alleg unlaw custodi,"It is well-settled that """"[t]he writ of habeas corpus does not act upon the prisoner who seeks relief, but upon the person who holds him in what is alleged to be unlawful custody."""" Bradenv. 30th Judicial Circuit Court,410 U.S. 484, 494-95, 93 S.Ct. 1123, 1129-30, 35 L.Ed.2d 443 (1973).",True,True
59622,6d9d6e01-15fd-4690-9cb7-19f5ceeeb853,"NEHAD v. MUKASEY, 535 F.3d 962 (9th Cir. 2008)",2008-07-31,4908,client author defin object represent,"It is well settled that only the client has the authority to define the objectives of the representation. See Davis v. State Bar, 33 Cal.3d 231,188 Cal.Rptr. 441, 655 P.2d 1276, 1279 (1983); seealso Model Rules of Prof''l Conduct R. 1.2(a) (2002).",True,True
37997,642fa857-c00c-40b6-943c-25bacd14f6ad,"MANGIAFICO v. BLUMENTHAL, 471 F.3d 391 (2nd Cir. 2006)",2006-12-19,4909,initi prosecut present state case prosecutor immun civil suit damag,"It is well-settled law that """"in initiating a prosecution and in presenting the State''s case, [a] prosecutor is immune from a civil suit for damages.""""Imbler, 424 U.S. at 431, 96 S.Ct. 984.",True,True
61470,ae95a706-48a1-471e-b832-480cac616496,"KING v. EAST ST. LOUIS SCHOOL, 496 F.3d 812 (7th Cir. 2007)",2007-08-07,4910,municip liabil base offici polici monel polici result violat jerica constitut right,"It is well established that there can be no municipal liability based on an official policy under Monell if the policy did not result in a violation of Jerica''s constitutional rights. See Windle v. City of Marion,Indiana, 321 F.3d 658, 663 (7th Cir.2003).",True,True
64863,7b7d1789-c6f3-46ac-90aa-ae1132eeb392,"U.S. v. MARIANI, 851 F.2d 595 (2nd Cir. 1988)",1988-07-11,4911,wit may prosecut illeg act prosecut base sole evid obtain independ sourc,"It is well established that such a witness may be prosecuted for such illegal acts if the prosecution is based solely on evidence obtained from independent sources. Kastigar, 406 U.S. at 460-61, 92 S.Ct. at 1664-65.",True,True
59328,cd9df332-55f5-47e5-a534-092684b0b6a6,"DAYTON  MICH. R. CO. v. COMMR. OF INT. REV., 112 F.2d 627 (4th Cir. 1940)",1940-06-10,4912,decis highest court state interpret place upon one statut bind upon feder court,"It was well settled, however, even before Erie R. Co. v. Tompkins, 304 U.S. 64, 58 S.Ct. 817, 82 L.Ed. 1188, 114 A.L.R. 1487, that decisions of the highest court of a state as to the interpretation to be placed upon one of its statutes were binding upon the federal courts. 14 A.J. 313; Lindsey v. Washington, 301 U.S. 397, 400, 57 S.Ct. 797, 81 L.Ed. 1182; Midland Realty Co. v. Kansas City Power Light Co.,300 U.S. 109, 113, 57 S.Ct. 345, 81 L.Ed. 540.",True,True
50306,3dcb4ce5-0661-4c40-aae5-5176e6a34d36,"GARCIA-MELENDEZ v. ASHCROFT, 351 F.3d 657 (5th Cir. 2003)",2003-11-18,4913,amicu curia gener cannot expand scope appeal implic issu present parti appeal,"It is well-settled in this circuit that """"an amicus curiae generally cannot expand the scope of an appeal to implicate issues that have not been presented by the parties to the appeal."""" ResidentCouncil of Allen Parkway Village v. U.S. Dep''t of Housing UrbanDev.,980 F.2d 1043, 1049 (5th Cir. 1993) (citing ChristopherM. v. Corpus Christi Indep.",True,True
69681,90b64954-3692-4585-be6c-b3f48d6d2f41,"RUIZ v. UNITED STATES, 365 F.2d 500 (3rd Cir. 1966)",1966-08-31,4914,district court may entertain motion without requir presenc prison hear testimoni materi issu rais motion,It is well settled that the district court may entertain such a motion without requiring the presence of the prisoner at the hearing if his testimony is not material to an issue raised by the motion.,True,True
